decade,year,genre,left_context,keyword,right_context,text,dm_code,confidence,reason,notes
1830,1835,FIC,"to prevent accidents, and to counteract the chances of life,",so,"far as it might be done by human foresight, saw","  faithful ancestor, to prevent accidents, and to counteract the chances of life, so far as it might be done by human foresight, saw that she was legally",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"one disastrous topic. Trifling as it at first appeared, it",so,connected itself with innumerable trains of thought and modes of,"  reverted to this one disastrous topic. Trifling as it at first appeared, it so connected itself with innumerable trains of thought and modes of feeling that it became the",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Cloyse; but here is my staff, if you will. """,So,"saying, he threw it down at her feet, where, perhaps,","  , Goody Cloyse; but here is my staff, if you will. "" So saying, he threw it down at her feet, where, perhaps, it",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,it seemed an absolute necessity of his existence to do,so.,It mattered not whether she were angel or demon; he,"  possibility of approaching Beatrice, it seemed an absolute necessity of his existence to do so. It mattered not whether she were angel or demon; he was irrevocably within",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,stamped upon her cheek. Not even Aylmer now hated it,so,much as she. To dispel the tedium of the hours,  with the crimson birthmark stamped upon her cheek. Not even Aylmer now hated it so much as she. To dispel the tedium of the hours which her husband found,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"your grandfather, the constable, when he lashed the Quaker woman",so,smartly through the streets of Salem; and it was I,"  . I helped your grandfather, the constable, when he lashed the Quaker woman so smartly through the streets of Salem; and it was I that brought your father",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Then, with all the tenderness in her manner that was",so,"strikingly expressed in her words, she busied herself with such","  of life. "" Then, with all the tenderness in her manner that was so strikingly expressed in her words, she busied herself with such attentions as the plant",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"from the mysterious, questionable being whom he had watched with",so,much awe and horror; she was now the beautiful and,"  was transformed at once from the mysterious, questionable being whom he had watched with so much awe and horror; she was now the beautiful and unsophisticated girl whom he",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Gookin. "" A marvel, truly, that Goody Cloyse should be",so,"far in the wilderness at nightfall, "" said he. ""","  and Deacon Gookin. "" A marvel, truly, that Goody Cloyse should be so far in the wilderness at nightfall, "" said he. "" But with your",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"had seen others rioting at the tavern. The next moment,",so,"indistinct were the sounds, he doubted whether he had heard","  table, and had seen others rioting at the tavern. The next moment, so indistinct were the sounds, he doubted whether he had heard aught but the murmur",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"the flowers, beautiful as the day, and with a bloom",so,deep and vivid that one shade more would have been,"  most splendid of the flowers, beautiful as the day, and with a bloom so deep and vivid that one shade more would have been too much. She looked",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"of uneasy suspicion with a queenlike haughtiness. "" I do",so,"bid you, signor, "" she replied. "" Forget whatever you","  responded to his gaze of uneasy suspicion with a queenlike haughtiness. "" I do so bid you, signor, "" she replied. "" Forget whatever you may have",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Giovanni any disease of body or heart, that he is",so,"inquisitive about physicians? "" said the professor, with a smile.","  "" Has my friend Giovanni any disease of body or heart, that he is so inquisitive about physicians? "" said the professor, with a smile. "" But",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"touching the matter thou wot'st of. "" "" Sayest thou",so?,""" replied he of the serpent, smiling apart. "" Let","  . I have scruples touching the matter thou wot'st of. "" "" Sayest thou so? "" replied he of the serpent, smiling apart. "" Let us walk",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"now burst into a fit of irrepressible mirth, shaking himself",so,violently that his snake-like staff actually seemed to wriggle in,"  due gravity; but now burst into a fit of irrepressible mirth, shaking himself so violently that his snake-like staff actually seemed to wriggle in sympathy. "" Ha!",0,high,Result: so...that,
1840,1846,FIC,"poisons from her birth upward, until her whole nature was",so,imbued with them that she herself had become the deadliest,"  had been nourished with poisons from her birth upward, until her whole nature was so imbued with them that she herself had become the deadliest poison in existence. Poison",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"conversing with Beatrice like a brother, and should find her",so,human and so maidenlike. But such reflections were only momentary;,"  be conversing with Beatrice like a brother, and should find her so human and so maidenlike. But such reflections were only momentary; the effect of her character was",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"overspread with a most sickly and sallow hue, but yet",so,pervaded with an expression of piercing and active intellect that,"  His face was all overspread with a most sickly and sallow hue, but yet so pervaded with an expression of piercing and active intellect that an observer might easily have",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,said to himself that his features had never before possessed,so,"rich a grace, nor his eyes such vivacity, nor his","  gaze, however, and said to himself that his features had never before possessed so rich a grace, nor his eyes such vivacity, nor his cheeks so warm",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"those terrible attributes, that fatal breath, the affinity with those",so,beautiful and deadly flowers which were indicated by what Giovanni,"  no Beatrice possessed those terrible attributes, that fatal breath, the affinity with those so beautiful and deadly flowers which were indicated by what Giovanni had witnessed, she had",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,recognize the image of his own experience in Aylmer's journal.,So,deeply did these reflections affect Georgiana that she laid her,  whatever sphere might recognize the image of his own experience in Aylmer's journal. So deeply did these reflections affect Georgiana that she laid her face upon the open volume,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,""" Aha! "" cried the professor, with a laugh. """,So,now our friend Giovanni's secret is out. You have heard,"  . "" "" Aha! "" cried the professor, with a laugh. "" So now our friend Giovanni's secret is out. You have heard of this daughter",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"small crystal globe containing a gold-colored liquid. "" It is",so,beautiful to the eye that I could imagine it the,"  , pointing to a small crystal globe containing a gold-colored liquid. "" It is so beautiful to the eye that I could imagine it the elixir of life. """,1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"rumors there be, not worth talking about or listening to.",So,"now, Signor Giovanni, drink off your glass of lachryma. ""","  ! Other absurd rumors there be, not worth talking about or listening to. So now, Signor Giovanni, drink off your glass of lachryma. "" Guasconti returned",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"marble fountain in the centre, sculptured with rare art, but",so,wofully shattered that it was impossible to trace the original,"  ruin of a marble fountain in the centre, sculptured with rare art, but so wofully shattered that it was impossible to trace the original design from the chaos of",0,high,Result: so...that,
1840,1846,FIC,not a noble spirit? Are there many men capable of,so,"spiritual a love of science? "" "" God forbid, ""","  professor, is it not a noble spirit? Are there many men capable of so spiritual a love of science? "" "" God forbid, "" answered the professor",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"deeply. "" To tell you the truth it has been",so,often called a charm that I was simple enough to,"  manner, she blushed deeply. "" To tell you the truth it has been so often called a charm that I was simple enough to imagine it might be so",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"conversing with Beatrice like a brother, and should find her",so,human and so maidenlike. But such reflections were only momentary;,"  that he should be conversing with Beatrice like a brother, and should find her so human and so maidenlike. But such reflections were only momentary; the effect of",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"making the best of her way, with singular speed for",so,"aged a woman, and mumbling some indistinct words -- a","  , meanwhile, was making the best of her way, with singular speed for so aged a woman, and mumbling some indistinct words -- a prayer, doubtless --",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"accursed! "" muttered Giovanni, addressing himself. "" Hast thou grown",so,"poisonous that this deadly insect perishes by thy breath? ""","  Accursed! accursed! "" muttered Giovanni, addressing himself. "" Hast thou grown so poisonous that this deadly insect perishes by thy breath? "" At that moment a",0,high,Result: so...that,
1840,1846,FIC,,so,often called a charm that I was simple enough to,"  so often called a charm that I was simple enough to imagine it might be so. "" "" Ah, upon another face perhaps it might, "" replied her",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,been haunted by dark surmises as to her character; yet,so,thoroughly had she made herself felt by him as a,"  we have said, been haunted by dark surmises as to her character; yet so thoroughly had she made herself felt by him as a simple, natural, most",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"into her face, with intent to reassure her, but was",so,startled with the intense glow of the birthmark upon the,"  Aylmer looked cheerfully into her face, with intent to reassure her, but was so startled with the intense glow of the birthmark upon the whiteness of her cheek that",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,""" but never on yours. No, dearest Georgiana, you came",so,nearly perfect from the hand of Nature that this slightest,"  husband; "" but never on yours. No, dearest Georgiana, you came so nearly perfect from the hand of Nature that this slightest possible defect, which we",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,his part were not delusory; whether it were really of,so,deep and positive a nature as to justify him in,  this intense interest on his part were not delusory; whether it were really of so deep and positive a nature as to justify him in now thrusting himself into an,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"the contents of that little vial; and, as he said","so,",he threw some of the perfume into the air and,"  inestimable value, the contents of that little vial; and, as he said so, he threw some of the perfume into the air and filled the room with",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,perceive how much her beauty exceeded his recollection of it;,so,"brilliant, so vivid, was its character, that she glowed amid","  was even startled to perceive how much her beauty exceeded his recollection of it; so brilliant, so vivid, was its character, that she glowed amid the sunlight",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,of the gleaming ringlets of her hair; her garment --,so,marked was the physical barrier between them -- had never,  had never touched one of the gleaming ringlets of her hair; her garment -- so marked was the physical barrier between them -- had never been waved against him by,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"quite veiled and shrouded in a drapery of hanging foliage,",so,happily arranged that it might have served a sculptor for,"  , which was thus quite veiled and shrouded in a drapery of hanging foliage, so happily arranged that it might have served a sculptor for a study. While Giovanni",0,high,Result: so...that,
1840,1846,FIC,"else was dearest to him, for the sake of adding",so,much as a grain of mustard seed to the great,"  rest, or whatever else was dearest to him, for the sake of adding so much as a grain of mustard seed to the great heap of his accumulated knowledge",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,toss it into the air it will not reach you.,So,"Signor Guasconti must even content himself with my thanks. ""","  ; but if I toss it into the air it will not reach you. So Signor Guasconti must even content himself with my thanks. "" She lifted the bouquet",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"his that very night, which was to have been spent",so,"wickedly, but so purely and sweetly now, in the arms","  calm sleep would be his that very night, which was to have been spent so wickedly, but so purely and sweetly now, in the arms of Faith!",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"are sometimes historical, sometimes of the present day, and sometimes,",so,"far as can be discovered, have little or no reference","  His fictions are sometimes historical, sometimes of the present day, and sometimes, so far as can be discovered, have little or no reference either to time or",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"it is true, nor his brilliant daughter, were now visible;",so,that Giovanni could not determine how much of the singularity,"  Rappaccini, it is true, nor his brilliant daughter, were now visible; so that Giovanni could not determine how much of the singularity which he attributed to both",1,high,Clause: so that,
1840,1846,FIC,"marble. Late one night when the lights were growing dim,",so,as hardly to betray the stain on the poor wife's,"  on the whitest marble. Late one night when the lights were growing dim, so as hardly to betray the stain on the poor wife's cheek, she herself",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,gaze down into the garden which his dreams had made,so,fertile of mysteries. He was surprised and a little ashamed,  throw open the window and gaze down into the garden which his dreams had made so fertile of mysteries. He was surprised and a little ashamed to find how real,1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,the despair that assails the higher nature at finding itself,so,miserably thwarted by the earthly part. Perhaps every man of,"  in matter, and of the despair that assails the higher nature at finding itself so miserably thwarted by the earthly part. Perhaps every man of genius in whatever sphere",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,upon a vessel containing a quantity of earth. She did,"so,",with little interest at first; but was soon startled to,"  her cast her eyes upon a vessel containing a quantity of earth. She did so, with little interest at first; but was soon startled to perceive the germ",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"fountains, and how it is that they gush forth, some",so,"bright and pure, and others with such rich medicinal virtues,","  the mystery of fountains, and how it is that they gush forth, some so bright and pure, and others with such rich medicinal virtues, from the dark",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"which always makes a picture, an image, or a shadow",so,"much more attractive than the original. When wearied of this,","  yet indescribable difference which always makes a picture, an image, or a shadow so much more attractive than the original. When wearied of this, Aylmer bade her",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"ground. "" The hoofs clattered again; and the voices, talking",so,"strangely in the empty air, passed on through the forest,","  on the ground. "" The hoofs clattered again; and the voices, talking so strangely in the empty air, passed on through the forest, where no church",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"staff, which bore the likeness of a great black snake,",so,curiously wrought that it might almost be seen to twist,"  remarkable was his staff, which bore the likeness of a great black snake, so curiously wrought that it might almost be seen to twist and wriggle itself like a",0,high,Result: so...that,
1840,1846,FIC,"from which he gazed, he could scarcely have seen anything",so,"minute, it appeared to him, however, that a drop or","  , at the distance from which he gazed, he could scarcely have seen anything so minute, it appeared to him, however, that a drop or two of",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"the luxury of your voice. Sing to me, dearest. """,So,she poured out the liquid music of her voice to,"  you for the luxury of your voice. Sing to me, dearest. "" So she poured out the liquid music of her voice to quench the thirst of his",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Giovanni had seemed tempted to overstep the limit, Beatrice grew",so,"sad, so stern, and withal wore such a look of","  when Giovanni had seemed tempted to overstep the limit, Beatrice grew so sad, so stern, and withal wore such a look of desolate separation, shuddering at itself",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"all, while avoiding her sight, ought Giovanni to have remained",so,near this extraordinary being that the proximity and possibility even,"  . Least of all, while avoiding her sight, ought Giovanni to have remained so near this extraordinary being that the proximity and possibility even of intercourse should give a",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"brightest diamonds were the merest pebbles, and felt to be",so,"by himself, in comparison with the inestimable gems which lay","  he aimed. His brightest diamonds were the merest pebbles, and felt to be so by himself, in comparison with the inestimable gems which lay hidden beyond his reach",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"But these are state secrets. "" "" Can this be",so?,""" cried Goodman Brown, with a stare of amazement at","  I, too -- But these are state secrets. "" "" Can this be so? "" cried Goodman Brown, with a stare of amazement at his undisturbed companion",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"heart exulted, while it trembled, at his honorable love --",so,pure and lofty that it would accept nothing less than,"  moment. Her heart exulted, while it trembled, at his honorable love -- so pure and lofty that it would accept nothing less than perfection nor miserably make itself",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,of a gem; and the whole together made a show,so,"resplendent that it seemed enough to illuminate the garden, even","  the lustre and richness of a gem; and the whole together made a show so resplendent that it seemed enough to illuminate the garden, even had there been no",0,high,Result: so...that,
1840,1846,FIC,""" to withhold due and well-considered praise of a physician",so,"eminently skilled as Rappaccini; but, on the other hand, I","  a question of Giovanni, "" to withhold due and well-considered praise of a physician so eminently skilled as Rappaccini; but, on the other hand, I should answer",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,concealed by the innumerable trunks and the thick boughs overhead;,so,that with lonely footsteps he may yet be passing through,"  not who may be concealed by the innumerable trunks and the thick boughs overhead; so that with lonely footsteps he may yet be passing through an unseen multitude. """,0,high,Clause: so that,
1840,1846,FIC,be walking side by side with the being who had,so,"wrought upon his imagination, whom he had idealized in such","  of wonder that he should be walking side by side with the being who had so wrought upon his imagination, whom he had idealized in such hues of terror,",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"his that very night, which was to have been spent",so,"wickedly, but so purely and sweetly now, in the arms","  his that very night, which was to have been spent so wickedly, but so purely and sweetly now, in the arms of Faith! Amidst these pleasant and",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,loftily; you have done nobly. Do not repent that with,so,"high and pure a feeling, you have rejected the best","  you have aimed loftily; you have done nobly. Do not repent that with so high and pure a feeling, you have rejected the best the earth could offer",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"beginning of a journey. Take my staff, if you are",so,"soon weary. "" "" Friend, "" said the other, exchanging","  pace for the beginning of a journey. Take my staff, if you are so soon weary. "" "" Friend, "" said the other, exchanging his slow",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"a thousand dim suspicions, which now grinned at him like",so,many demons. But he strove hard to quell them and,"  gave instantaneous distinctness to a thousand dim suspicions, which now grinned at him like so many demons. But he strove hard to quell them and to respond to Baglioni",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"now, my children, look upon each other. "" They did",so;,"and, by the blaze of the hell-kindled torches, the wretched","  . And now, my children, look upon each other. "" They did so; and, by the blaze of the hell-kindled torches, the wretched man beheld",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,blood across her cheek would overcome it. But she is,so,"pale! "" He drew aside the window curtain and suffered","  The lightest flush of blood across her cheek would overcome it. But she is so pale! "" He drew aside the window curtain and suffered the light of natural",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,of distinguishing a faded flower from a fresh one at,so,great a distance. For many days after this incident the,  there could be no possibility of distinguishing a faded flower from a fresh one at so great a distance. For many days after this incident the young man avoided the,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"Christian prayed. Whither, then, could these holy men be journeying",so,deep into the heathen wilderness? Young Goodman Brown caught hold,"  or solitary Christian prayed. Whither, then, could these holy men be journeying so deep into the heathen wilderness? Young Goodman Brown caught hold of a tree for",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,of Dr. Rappaccini. But the professor did not respond with,so,"much cordiality as he had anticipated. "" Ill would it","  to mention the name of Dr. Rappaccini. But the professor did not respond with so much cordiality as he had anticipated. "" Ill would it become a teacher of",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"golden crown of enchantment, rendering Beatrice the more admirable by",so,much as she was the more unique. Whatever had looked,"  passion transmitted into a golden crown of enchantment, rendering Beatrice the more admirable by so much as she was the more unique. Whatever had looked ugly was now beautiful",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,Beatrice. A moment ago his wrath and despair had been,so,fierce that he could have desired nothing so much as,  and loving eyes of Beatrice. A moment ago his wrath and despair had been so fierce that he could have desired nothing so much as to wither her by a,0,high,Intensifier: so + adj/adv,
1840,1846,FIC, ago his wrath and despair had been,so,fierce that he could have desired nothing so much as,  ago his wrath and despair had been so fierce that he could have desired nothing so much as to wither her by a glance; but with her actual presence there,0,high,Intensifier: so + adj/adv,
1840,1846,FIC,"his footsteps kept time with the throbbings of his brain,",so,that the walk was apt to accelerate itself to a,"  beyond its gates: his footsteps kept time with the throbbings of his brain, so that the walk was apt to accelerate itself to a race. One day he",0,high,Clause: so that,
1840,1846,FIC,"history of the long dynasty of the alchemists, who spent",so,many ages in quest of the universal solvent by which,"  . He gave a history of the long dynasty of the alchemists, who spent so many ages in quest of the universal solvent by which the golden principle might be",0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,if his efforts were crowned with the brilliant success that,so,justly attends those of Eugene Sue. His first appearance was,  praiseworthy and indefatigable prolixity as if his efforts were crowned with the brilliant success that so justly attends those of Eugene Sue. His first appearance was by a collection of,0,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"at dusk, and no harm will come to thee. """,So,"they parted; and the young man pursued his way until,","  go to bed at dusk, and no harm will come to thee. "" So they parted; and the young man pursued his way until, being about to",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC,"with and whither I was going. "" "" Be it","so,",""" said his fellow-traveller. "" Betake you to the woods,","  whom I was consorting with and whither I was going. "" "" Be it so, "" said his fellow-traveller. "" Betake you to the woods, and let",1,low,MANUAL REVIEW NEEDED,
1840,1846,FIC, possessed,so,"rich a grace, nor his eyes such vivacity, nor his","  possessed so rich a grace, nor his eyes such vivacity, nor his cheeks so warm a hue of superabundant life. "" At least, "" thought he,",0,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,is hardening to the feelings; but I never found it,so.,"Fact is, I never could do things up the way","  kind o' trade is hardening to the feelings; but I never found it so. Fact is, I never could do things up the way some fellers manage",0,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,and the trader laughed at his joke. There was something,so,"piquant and original in these elucidations of humanity, that Mr.","  may say, "" and the trader laughed at his joke. There was something so piquant and original in these elucidations of humanity, that Mr. Shelby could not help",0,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,"that is brought in, -- at least, I've been told",so;,"if I have once, I reckon I have a hundred","  of niggers that is brought in, -- at least, I've been told so; if I have once, I reckon I have a hundred times, --",0,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,"the girl off for a day, or a week, or",so;,"then the thing's done quietly, -- all over before she","  if you get the girl off for a day, or a week, or so; then the thing's done quietly, -- all over before she comes home",0,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,cheap of a man that was' bliged to sell out;,so,"I realized six hundred on him. Yes, I consider religion","  I bought him cheap of a man that was' bliged to sell out; so I realized six hundred on him. Yes, I consider religion a valeyable thing",1,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,""" Mr. Shelby did not know what to say, and",so,"he said, "" Indeed! "" "" Now, I've been laughed","  of my management. "" Mr. Shelby did not know what to say, and so he said, "" Indeed! "" "" Now, I've been laughed at",1,low,MANUAL REVIEW NEEDED,
1850,1852,FIC,"the market. Fancy articles entirely -- sell for waiters, and",so,"on, to rich' uns, that can pay for handsome' uns.","  to raise for the market. Fancy articles entirely -- sell for waiters, and so on, to rich' uns, that can pay for handsome' uns.",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"conventicles in Northamptonshire, Benjamin and Josiah adhered to them, and",so,continued all their lives: the rest of the family remained,"  for nonconformity holding conventicles in Northamptonshire, Benjamin and Josiah adhered to them, and so continued all their lives: the rest of the family remained with the Episcopal Church",1,low,MANUAL REVIEW NEEDED,
1860,1868,FIC, and such reasons; or I imagine it to be,so;,"or it is so, if I am not mistaken. This","  and such reasons; or I imagine it to be so; or it is so, if I am not mistaken. This habit, I believe, has been",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC, and,so;,"it appears to me, or I should think it so","  and so; it appears to me, or I should think it so or so, for such and such reasons; or I imagine it to be so;",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"a little in music, and had a clear pleasing voice,",so,that when he played psalm tunes on his violin and,"  , was skilled a little in music, and had a clear pleasing voice, so that when he played psalm tunes on his violin and sung withal, as he",0,high,Clause: so that,
1860,1868,FIC,"us, as we did to them; but the wind was",so,"high, and the surff so loud, that we could not","  hallow'd to us, as we did to them; but the wind was so high, and the surff so loud, that we could not hear so as",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,,so,"large a family he could not well afford, and the","  so large a family he could not well afford, and the mean living many so educated were afterwards able to obtain -- reasons that he gave to his friends in",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"Now, is not want of sense (where a man is",so,unfortunate as to want it) some apology for his want,"  sense. "" Now, is not want of sense (where a man is so unfortunate as to want it) some apology for his want of modesty? and",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"the water to his shock pate, and drew him up,",so,that we got him in again. His ducking sobered him,"  I reached through the water to his shock pate, and drew him up, so that we got him in again. His ducking sobered him a little, and",0,high,Clause: so that,
1860,1868,FIC, be,so,"and so; it appears to me, or I should think","  be so and so; it appears to me, or I should think it so or so, for such and such reasons; or I imagine it to be",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,to wish that I had never left home. I cut,so,"miserable a figure, too, that I found, by the questions","  night, beginning now to wish that I had never left home. I cut so miserable a figure, too, that I found, by the questions ask'd",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"particular in this description of my journey, and shall be",so,"of my first entry into that city, that you may","  have been the more particular in this description of my journey, and shall be so of my first entry into that city, that you may in your mind compare",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"boatman and I concluded to sleep, if we could; and",so,"crowded into the scuttle, with the Dutchman, who was still","  meantime, the boatman and I concluded to sleep, if we could; and so crowded into the scuttle, with the Dutchman, who was still wet, and",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,row no farther; the others knew not where we were;,so,"we put toward the shore, got into a creek, landed","  , and would row no farther; the others knew not where we were; so we put toward the shore, got into a creek, landed near an old",1,low,MANUAL REVIEW NEEDED,
1860,1868,FIC, or,"so,",for such and such reasons; or I imagine it to,"  or so, for such and such reasons; or I imagine it to be so; or it is so, if I am not mistaken. This habit,",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"down in writing. Hereby, too, I shall indulge the inclination",so,"natural in old men, to be talking of themselves and","  putting it down in writing. Hereby, too, I shall indulge the inclination so natural in old men, to be talking of themselves and their own past actions",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"number of my play-fellows, and working with them diligently like",so,"many emmets, sometimes two or three to a stone, we","  , I assembled a number of my play-fellows, and working with them diligently like so many emmets, sometimes two or three to a stone, we brought them all",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"rest the preceding night, I fell fast asleep, and continued",so,"till the meeting broke up, when one was kind enough","  and want of rest the preceding night, I fell fast asleep, and continued so till the meeting broke up, when one was kind enough to rouse me.",1,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"in my judges, and that perhaps they were not really",so,"very good ones as I then esteem'd them. Encourag'd, however,","  I was rather lucky in my judges, and that perhaps they were not really so very good ones as I then esteem'd them. Encourag'd, however,",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"rather say, I conceive or apprehend a thing to be",so,"and so; it appears to me, or I should think","  an opinion; but rather say, I conceive or apprehend a thing to be so and so; it appears to me, or I should think it so or",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"landing, there being a great surff on the stony beach.",So,"we dropt anchor, and swung round towards the shore. Some","  could be no landing, there being a great surff on the stony beach. So we dropt anchor, and swung round towards the shore. Some people came down",1,high,DM: After sentence + So,
1860,1868,FIC,"inferior to this or that other thing of the kind,",so,that I was bro't up in such a perfect inattention,"  flavor, preferable or inferior to this or that other thing of the kind, so that I was bro't up in such a perfect inattention to those matters as to",0,high,Clause: so that,
1860,1868,FIC,"distresses that had befallen the country, to that persecution, as",so,"many judgments of God to punish so heinous an offense,","  , and other distresses that had befallen the country, to that persecution, as so many judgments of God to punish so heinous an offense, and exhorting a repeal",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"ridiculing my performances, and telling me verse-makers were generally beggars.",So,"I escaped being a poet, most probably a very bad","  discouraged me by ridiculing my performances, and telling me verse-makers were generally beggars. So I escaped being a poet, most probably a very bad one; but as",1,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"they either did not understand us, or thought it impracticable,",so,"they went away, and night coming on, we had no","  us; but they either did not understand us, or thought it impracticable, so they went away, and night coming on, we had no remedy but to",1,medium,Potential DM: after comma,
1860,1868,FIC,and therefore I could not appear or come away publicly.,So,I sold some of my books to raise a little,"  to marry her, and therefore I could not appear or come away publicly. So I sold some of my books to raise a little money, was taken on",1,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"view of the expense of a college education, which having",so,"large a family he could not well afford, and the","  meantime, from a view of the expense of a college education, which having so large a family he could not well afford, and the mean living many so",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC,"I made use of, which with the blessing of God",so,"well succeeded, my posterity may like to know, as they","  , the conducing means I made use of, which with the blessing of God so well succeeded, my posterity may like to know, as they may find some",0,low,MANUAL REVIEW NEEDED,
1860,1868,FIC," the country, to that persecution, as",so,"many judgments of God to punish so heinous an offense,","  the country, to that persecution, as so many judgments of God to punish so heinous an offense, and exhorting a repeal of those uncharitable laws. The whole",0,low,MANUAL REVIEW NEEDED,
