Phrase	Year	Frequency	Corpus	sense	class	weight	Weighted_Frequency
after	1839	0.00080435533475663	eng_2019	Temporal	Asynchronous	0.95	0.000764137568018798
after	1886	0.000766234272824866	eng_2019	Temporal	Asynchronous	0.95	0.000727922559183623
after	1984	0.000569471116510353	eng_2019	Temporal	Asynchronous	0.95	0.000540997560684835
after	1843	0.000811865736198212	eng_2019	Temporal	Asynchronous	0.95	0.000771272449388301
after	1890	0.000754795278356011	eng_2019	Temporal	Asynchronous	0.95	0.00071705551443821
after	1988	0.000570548573575382	eng_2019	Temporal	Asynchronous	0.95	0.000542021144896613
after	1924	0.00066540135802435	eng_2019	Temporal	Asynchronous	0.95	0.000632131290123133
after	1894	0.00074172780815778	eng_2019	Temporal	Asynchronous	0.95	0.000704641417749891
after	1992	0.000567397817836276	eng_2019	Temporal	Asynchronous	0.95	0.000539027926944462
after	1834	0.00078823314314442	eng_2019	Temporal	Asynchronous	0.95	0.000748821485987199
after	1898	0.000739671813789755	eng_2019	Temporal	Asynchronous	0.95	0.000702688223100267
after	1996	0.00057224856988926	eng_2019	Temporal	Asynchronous	0.95	0.000543636141394797
after	1855	0.000794784681472395	eng_2019	Temporal	Asynchronous	0.95	0.000755045447398775
after	1953	0.000629863726706909	eng_2019	Temporal	Asynchronous	0.95	0.000598370540371564
after	2000	0.000586866791958788	eng_2019	Temporal	Asynchronous	0.95	0.000557523452360849
after	1923	0.000667499212015952	eng_2019	Temporal	Asynchronous	0.95	0.000634124251415154
after	1957	0.000620828367703195	eng_2019	Temporal	Asynchronous	0.95	0.000589786949318035
after	2004	0.000606432856459703	eng_2019	Temporal	Asynchronous	0.95	0.000576111213636718
after	1833	0.000788095673280103	eng_2019	Temporal	Asynchronous	0.95	0.000748690889616098
after	1820	0.00081434308750821	eng_2019	Temporal	Asynchronous	0.95	0.000773625933132799
after	1867	0.000782332266680896	eng_2019	Temporal	Asynchronous	0.95	0.000743215653346851
after	1918	0.000686475691119475	eng_2019	Temporal	Asynchronous	0.95	0.000652151906563501
after	1965	0.000606480744733874	eng_2019	Temporal	Asynchronous	0.95	0.00057615670749718
after	1901	0.000730873983619469	eng_2019	Temporal	Asynchronous	0.95	0.000694330284438495
after	1922	0.00067117451024907	eng_2019	Temporal	Asynchronous	0.95	0.000637615784736616
after	1858	0.000788169813209346	eng_2019	Temporal	Asynchronous	0.95	0.000748761322548879
after	1892	0.000749307127469885	eng_2019	Temporal	Asynchronous	0.95	0.000711841771096391
after	1832	0.000792525093337255	eng_2019	Temporal	Asynchronous	0.95	0.000752898838670392
after	1973	0.000592441422798272	eng_2019	Temporal	Asynchronous	0.95	0.000562819351658358
after	1896	0.000741432237971042	eng_2019	Temporal	Asynchronous	0.95	0.00070436062607249
after	1930	0.000651424925308675	eng_2019	Temporal	Asynchronous	0.95	0.000618853679043241
after	1954	0.000629587315155992	eng_2019	Temporal	Asynchronous	0.95	0.000598107949398192
after	1900	0.000731928473604577	eng_2019	Temporal	Asynchronous	0.95	0.000695332049924348
after	1934	0.000646691170654127	eng_2019	Temporal	Asynchronous	0.95	0.000614356612121421
after	1857	0.00078876965147044	eng_2019	Temporal	Asynchronous	0.95	0.000749331168896918
after	1891	0.000752666541042605	eng_2019	Temporal	Asynchronous	0.95	0.000715033213990475
after	1989	0.000570745099269386	eng_2019	Temporal	Asynchronous	0.95	0.000542207844305917
after	1925	0.000662198132236621	eng_2019	Temporal	Asynchronous	0.95	0.00062908822562479
after	1895	0.000741155102982053	eng_2019	Temporal	Asynchronous	0.95	0.00070409734783295
after	1993	0.000567421142477542	eng_2019	Temporal	Asynchronous	0.95	0.000539050085353665
after	1835	0.000788652504395161	eng_2019	Temporal	Asynchronous	0.95	0.000749219879175403
after	1899	0.000736091685082231	eng_2019	Temporal	Asynchronous	0.95	0.000699287100828119
after	1997	0.000575815003165709	eng_2019	Temporal	Asynchronous	0.95	0.000547024253007424
after	1856	0.000793544284533709	eng_2019	Temporal	Asynchronous	0.95	0.000753867070307024
